# 
# Header Description:
# 
# Version: v2.0.0.1 Platform: 8.0.0 Manufacturer: HUAWEI Model: VKY-TL00
# 
# ElapsedRealtimeMillis,UtcTimeMillis,Svid,Cn0DbHz,angleZ,angleX,angleY
# 
282342855,1222628479000,11,37.68011474609375,142.78375,-83.76325,-26.104853
282342855,1222628479000,1,33.24883270263672,142.78375,-83.76325,-26.104853
282342855,1222628479000,19,11.892255783081055,142.78375,-83.76325,-26.104853
282342855,1222628479000,17,29.430452346801758,142.78375,-83.76325,-26.104853
282342855,1222628479000,8,28.508914947509766,142.78375,-83.76325,-26.104853
282343870,1222628480000,2,23.1176815032959,-145.33699,-81.463326,-15.945396
282343870,1222628480000,5,32.010780334472656,-145.33699,-81.463326,-15.945396
282343870,1222628480000,7,30.72075653076172,-145.33699,-81.463326,-15.945396
282343870,1222628480000,8,7.0,-145.33699,-81.463326,-15.945396
282343870,1222628480000,9,15.68143081665039,-145.33699,-81.463326,-15.945396
